MGA,Program Name,Issuing Company,Full policy number,Policy Effective Date,Policy Expiration Date,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Transaction Effective Date,Transaction Expiration Date,Premium,Terrorism Premium,Total Gross Premium including Terrorism,Commission amount,Net Premium,Surcharge amount,Surcharge type,Tax Amount,Tax Type,Fee Amount,Fee Type,Payment terms,Book or Process Date,Policy Type,Transaction Type,Primary/Excess Indicator,Attachment Point,CM/Occ Indicator,Retroactive date,Risk/Location #,Risk/Location Address,Risk/Location City,Risk/Location State,Risk/Location Zip,Risk/Location premium,Technical Price,IRPM (Individual Risk Premium Modification),Exposure Type,Exposure Amount,Policy Occurrence Limit,Policy Aggregate Limit,SIR/Deductible indicator,SIR/Deductible amount,SIR/Deductible type,NAICS or SIC Code,Annual Statement Line Code,Annual Statement Line Description,Expiring Policy Number,Issue Date,Policy Event Number,Companion policy number,Carrier %,Carrier Limit,Broker/Agent,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,Direct/Assumed,Fac?,Fac Reinsurance Attachment point,Damage to Premises Rented to you Limit,Medical Expense Limit Included,Medical Expense Limit,Personal and Advertising Injury Limit,Products/Completed Operations Aggregate Limit,2nd Layer Deductible - Per Occurrence,2nd Layer Deductible Aggregate,Stop Gap Limit,Employee Benefits Limit,Rate Per Member,Endorsement number,Ceded Fac Reinsurance Carrier,Ceded Premium to Fac Reinsurance,Certificate number,Coverage Ceded to Fac Reinsurer,Home State,SL Tax Broker Company,SL Tax Broker Name,SL Tax Broker Address,SL Broker City,SL Broker State,SL Broker Zip,SL License Number,NJ Transaction Number,Coverage Code,Coverage Sub Code,CA Limit,MTC Limit,APD Limit,CA Deductible Amount,MTC Deductible Amount,APD Deductible Amount,Rating Class Code,Fleet Indicator,Fleet size,Hired Car,Non Owned,Drive Other Car,Vehicle Number,Coverage Symbol,Cost New,Vehicle Body Type,Vehicle Type,Radius Of Use,Business Use Class,Gross Vehicle Weight,Vehicle Make,Vehicle Model,Model Year,Axel count,Vehicle Identification Number,Tractor GCW,Cost of Hire,Specialized Vehicle Type,"Vehicle Number of Seats, Seating Capacity",Occupancy,Class Code,Class Code Description,100% Limit,Building Value,Coinsurance,Building Valuation,Agreed Value,Contents Value,BI/Rental Income Value,Other Structure Limit,TIV,Construction,Year Built,# of Stories,Square Footage,AOP Deductible,AOP Limit,Flood Limit,Flood % Deductible,Flood Deducible,Flood Zone,Earthquake Limit,Earthquake % Deductible,Earthquake Deductible,Earthquake Zone,Wind Limit,Wind Deductible,Wind % Deducible,Equipment Breakdown Limit,Equipment Breakdown Deductible,Protection Class,100% Smoke Detectors,Sprinkler Protection Type Code,Percentage of sprinkler coverage,Breach of Privacy Event,Data and software loss,Network service failure liabilities,Business interruption,Contingent Business Interruption,Incident Response Costs,Regulatory and defense coverage,product and operations liability,liability (Tech E&O),Liability (Professional Services),Liability (Directors and Officers),Media,Financial Theft and fraud,Reputational Damages,Cyber Extortion,Intellectual Property Theft
,,,ASC-8398701-00,2023-08-24,2024-08-24,MA TRUCKING INC,2014 BAINTREE CT,TRACY,IN,44212-6711,2023-10-23,2024-08-24,"$11,019.00 ",,"$11,019.00 ","$2,754.75 ",,,,,,,,,2023-10-31,,,,,,,,2014 BAINTREE CT,,,44212-6711,,"$1,728.00 ",,,,,,,,,,,,,,ASC-8382278-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1XKAD49X2CJ312596,,,,,0.904,,,,MV607,,,1XKAD49X2CJ312596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-7563080-00,2023-09-09,2024-09-09,L & E DEFINES TRANSPORTATION LLC,1421 Southwest Georgetown Drive,OXFORD,MD,64082,2023-10-16,2024-09-09,"$48,852.00 ",,"$48,852.00 ","$12,213.00 ",,,,,,,,,2023-10-30,,,,,,,,5906 BLUE PARKWAY,,,64129,,"$11,693.00 ",,,,,,,,,,,,,,ASC-5535676-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1XP7D49X5AD798689,,,,,1.4555,,,,F350SD,,,1XP7D49X5AD798689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-1479166-00,2023-08-28,2024-08-28,PEDRO GARCIA,285 SAI LANE,Gilroy,MN,95382,2023-10-09,2024-08-28,"$3,091.69 ",,"$3,091.69 ",$772.92 ,,,,,,,,,2023-09-28,,,,,,,,285 SAI LANE,,,95382,,"$1,203.00 ",,,,,,,,,,,,,,ASC-8830522-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3HSDJAPR8GN416007,,,,,1.38,,,,E350SD,,,3HSDJAPR8GN416007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-2577915-00,2023-08-17,2024-08-17,CR7 TRANS INC,18653 GALLAGHER,NEW CANEY,WV,48234-1637,2023-08-28,2024-08-17,"$43,182.00 ",,"$43,182.00 ","$10,795.50 ",,,,,,,,,2023-10-01,,,,,,,,18653 GALLAGHER,,,48234-1637,,"$56,978.00 ",,,,,,,,,,,,,,ASC-6910753-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1FDUF4GY8GEA50088,,,,,1.0581,,,,SUPER DUTY F-250,,,1FDUF4GY8GEA50088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-9552477-00,2023-09-01,2024-09-01,BBT HOTSHOT SERVICES & TRANSPORTATION LLC,1400 W PEACHTREE ST NW UNIT 2416,Snellville,LA,30309-2993,2023-08-29,2024-09-01,"$1,728.00 ",,"$1,728.00 ",$432.00 ,,,,,,,,,2023-09-20,,,,,,,,1400 W PEACHTREE ST NW UNIT 2416,,,30309-2993,,"($11,332.00)",,,,,,,,,,,,,,ASC-1098502-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3C63RRGL6PG513077,,,,,0.865,,,,SUPER DUTY F-350,,,3C63RRGL6PG513077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-4124782-00,2023-09-06,2024-09-06,JLS SHIPPING LLC,226 LUA AVE,ORLANDO,,93640-2089,2023-10-07,2024-09-06,"$11,693.00 ",,"$11,693.00 ","$2,923.25 ",,,,,,,,,2023-08-31,,,,,,,,226 LUA AVE,,,93640-2089,,,,,,,,,,,,,,,,ASC-1593258-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ALACWFC8KDKB9363,,,,,0.966,,,,PROSTAR+,,,3ALACWFC8KDKB9363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-7936712-00,2023-10-03,2024-10-03,LALANNE LOGISTICS LLC,7118 Glenwood Drive,Whitehouse,,18301,2023-10-19,2024-10-03,"$1,203.00 ",,"$1,203.00 ",$300.75 ,,,,,,,,,2023-09-21,,,,,,,,7118 Glenwood Drive,,,18301,,,,,,,,,,,,,,,,ASC-1559915-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1FVACWDC27HZ14088,,,,,1.3175,,,,386,,,1FVACWDC27HZ14088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-7010799-00,2023-09-23,2024-09-23,THE OILPATCH TRANSPORT LLC,16689 4TH ST,BLOOMSBURG,,93234,2023-10-31,2024-09-23,"$56,978.00 ",,"$56,978.00 ","$14,244.50 ",,,,,,,,,2023-10-06,,,,,,,,16689 4TH ST,,,93234,,,,,,,,,,,,,,,,ASC-5546111-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ALACWFC7JDJK7342,,,,,1.35,,,,389,,,3ALACWFC7JDJK7342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-4157383-00,2023-08-12,2024-08-12,D SPIDER TRANSPORT LLC,1239 SAINT NICHOLAS  FL,FRESNO,,32709,2023-10-30,2024-08-12,"($11,332.00)",,"($11,332.00)","($2,833.00)",,,,,,,,,2023-10-13,,,,,,,,1239 SAINT NICHOLAS  FL,,,32709,,,,,,,,,,,,,,,,ASC-6685870-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1FVACWDTDDDU91780,,,,,1.074,,,,375,,,1FVACWDTDDDU91780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-1113117-00,2023-09-15,2024-09-15,AMIT SINGH,5027 CROCKETT DR,Stockton,,43026,2023-09-28,2024-09-15,-138.67,,,-24.27,,,,,,,,,2023-10-04,,,,,,,,5027 CROCKETT DR,,,43026,,,,,,,,,,,,,,,,ASC-7398598-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3HAMMMML8GL740583,,,,,1.525,,,,SILVERADO 2500HD,,,3HAMMMML8GL740583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-1696092-00,2023-10-01,2024-10-01,F & S Freightway Inc,4770 Pleasant Valley Ct,VALLEJO,,32811,2023-10-01,2024-10-01,-61.31,,,-10.73,,,,,,,,,2023-09-30,,,,,,,,4770 Pleasant Valley Ct,,,32811,,,,,,,,,,,,,,,,ASC-3207015-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3C6UR5FL0MG590604,,,,,1.43,,,,M2106,,,3C6UR5FL0MG590604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-8988327-00,2023-09-20,2024-09-20,TYCOOL TRANSPORTATION LLC,1402 S International Blvd,Oakland,,31088,2023-09-20,2024-09-20,-298.66,,,-52.27,,,,,,,,,2023-09-29,,,,,,,,1402 S International Blvd,,,39842,,,,,,,,,,,,,,,,ASC-9213624-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1FUJGLDR1HLHM0656,,,,,1.54,,,,2500HD,,,1FUJGLDR1HLHM0656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-5292247-00,2023-09-21,2024-09-21,TRANSPORTMANIA LLC,145 Hidden Creek Circle,SALIDA,,32837,2023-08-31,2024-09-21,26.03,,,4.56,,,,,,,,,2023-09-27,,,,,,,,172 pine lane,,,33896,,,,,,,,,,,,,,,,ASC-8841357-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1GDG5C1E95F908670,,,,,1.745,,,,AN64T,,,1GDG5C1E95F908670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-6040867-00,2023-08-31,2024-08-31,LOBO DELIVERY INC,11215 CRYSTAL GLEN BLVD,GUASTI,,95330,2023-09-21,2024-08-31,-26.11,,,-4.57,,,,,,,,,2023-09-23,,,,,,,,5875 S ORANGE BLOSSOM  TRAIL,,,95330,,,,,,,,,,,,,,,,ASC-1749406-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1FUJGLDR4CLBM2408,,,,,1.135,,,,NPR-HD,,,1FUJGLDR4CLBM2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-7406719-00,2023-10-06,2024-10-06,ANIC AUTO SERVICES INC,17619 Taft Drive,MORENO VALLEY,,92507,2023-10-06,2024-10-06,-208.87,,,-36.55,,,,,,,,,2023-10-14,,,,,,,,17619 Taft Drive,,,92507,,,,,,,,,,,,,,,,ASC-4371572-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3AKJGLD68ESFT3073,,,,,1.69,,,,SILVERADO 3500HD,,,3AKJGLD68ESFT3073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-3795140-00,2023-10-04,2024-10-04,A MILE AWAY LLC,2220 Eastridge Avenue Ste B,POST FALLS,,43512,2023-10-13,2024-10-04,-11212.58,,,-1962.2,,,,,,,,,2023-09-26,,,,,,,,2220 Eastridge Avenue Ste B,,,43512,,,,,,,,,,,,,,,,ASC-7892303-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4V4NC9EH3FN918955,,,,,1.454,,,,NRR,,,4V4NC9EH3FN918955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-4156781-00,2023-10-05,2024-10-05,L AND P TRUCKING INC,1225 CARPENTER RD,WESLACO,,93313,2023-10-04,2024-10-05,-333.03,,,-58.28,,,,,,,,,2023-08-25,,,,,,,,1225 CARPENTER RD,,,93313,,,,,,,,,,,,,,,,ASC-1814581-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1FVXA7CG2CDBT2176,,,,,1.99,,,,268A,,,1FVXA7CG2CDBT2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-7681529-00,2023-09-28,2024-09-28,GUERRA URESTI TRANSPORTATION LLC,3801 ROCKFORD AVE,BRUNSWICK,,93657,2023-09-30,2024-09-28,-5526.29,,,-967.1,,,,,,,,,2023-08-24,,,,,,,,3801 ROCKFORD AVE,,,93657,,,,,,,,,,,,,,,,ASC-9903880-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1XKYDP9X3JJ207420,,,,,1.04,,,,RAM 3500,,,1XKYDP9X3JJ207420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-8691705-00,2023-10-09,2024-10-09,AFFECT TRUCKING LLC,PO BOX 792,Lee's Summit,,30318,2023-09-29,2024-10-09,-61.06,,,-10.69,,,,,,,,,2023-09-22,,,,,,,,1533 E 7TH ST STE 112,,,30318,,,,,,,,,,,,,,,,ASC-6623945-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4V4NC9EH1EN142159,,,,,0.8195,,,,268,,,4V4NC9EH1EN142159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-9045746-00,2023-10-02,2024-10-02,ASPEN TRUCKING CO LLC,1445 Woodmont Ln NW,TURLOCK,,43229-3991,2023-09-27,2024-10-02,-7966.09,,,-1394.07,,,,,,,,,2023-09-02,,,,,,,,1445 Woodmont Ln NW,,,43229-3991,,,,,,,,,,,,,,,,ASC-7976282-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3AKJGLD59GSGY3140,,,,,1.305,,,,337,,,3AKJGLD59GSGY3140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-5284334-00,2023-09-30,2024-09-30,HOMELAND TRANS CARGO,5394 GRACEWOOD CT,DETROIT,,18102,2023-09-23,2024-09-30,-19.15,,,-3.35,,,,,,,,,2023-10-10,,,,,,,,5394 GRACEWOOD CT,,,18104,,,,,,,,,,,,,,,,ASC-1170470-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1HTMMAAL27H525032,,,,,1.1438,,,,CST120,,,1HTMMAAL27H525032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-9176231-00,2023-08-21,2024-08-21,ROAD SCIENCE TRUCKING LLC,638 N 10TH ST,ATLANTA,,48035,2023-10-14,2024-08-21,-250.38,,,-43.82,,,,,,,,,2023-09-25,,,,,,,,1030 Blue Barn Road,,,48035,,,,,,,,,,,,,,,,ASC-3409686-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3AKJHHDR2MSMN1033,,,,,1.55,,,,FLD12064ST,,,3AKJHHDR2MSMN1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-7383882-00,2023-09-29,2024-09-29,CB WORLDWIDE LOGISTICS LLC,34826 Wurfel Street,MENDOTA,,94505,2023-09-26,2024-09-29,-13986,,,-2447.55,,,,,,,,,2023-10-08,,,,,,,,34826 Wurfel Street,,,94505,,,,,,,,,,,,,,,,ASC-6678457-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3C7WRLFL9MG663073,,,,,1.63,,,,9400,,,3C7WRLFL9MG663073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-3333286-00,2023-08-23,2024-08-23,C CEJA TRANSPORTS LLC,6020 Lindemann Road,East Stroudsburg,,63133,2023-08-25,2024-08-23,-363.76,,,-63.66,,,,,,,,,2023-09-06,,,,,,,,6020 Lindemann Road,,,63133,,,,,,,,,,,,,,,,ASC-9774595-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4V4NC9EH9GN961035,,,,,1.03,,,,Conventional,,,4V4NC9EH9GN961035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-8382278-00,2023-08-26,2024-08-26,ONE STOP TRUCKING EXPRESS CORP,1335 WOODRUFF AVE,HURON,,07501,2023-08-24,2024-08-26,-158.32,,,-27.71,,,,,,,,,2023-09-16,,,,,,,,1335 WOODRUFF AVE,,,07035,,,,,,,,,,,,,,,,ASC-6897006-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ALACWFC1PDUJ8010,,,,,1.75,,,,F750,,,3ALACWFC1PDUJ8010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-5535676-00,2023-09-16,2024-09-16,FERNANDO CARRILLO PENA,190 DIXON AVENUE,AVE CHRISTMAS,,34744,2023-09-22,2024-09-16,4868.05,,,851.91,,,,,,,,,2023-10-20,,,,,,,,289 Beaverbrook Road,,,32174,,,,,,,,,,,,,,,,ASC-5296085-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1FUJHHDRXLLLU4810,,,,,0.79,,,,SIERRA 3500HD,,,1FUJHHDRXLLLU4810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-8830522-00,2023-09-12,2024-09-12,J&R HAUL TRANSPORT LLC,1625 WOODBAY CT,HILLIARD,,33407,2023-09-02,2024-09-12,-191.61,,,-33.53,,,,,,,,,2023-10-15,,,,,,,,101 Business Center Dr,,,33407,,,,,,,,,,,,,,,,ASC-5608406-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3AKJHHDR9LSMC3336,,,,,1.2695,,,,T600A,,,3AKJHHDR9LSMC3336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-6910753-00,2023-09-11,2024-09-11,THABATA LLC,7619 76th Way,Orlando,,72117-5112,2023-10-10,2024-09-11,-11737.97,,,-2054.14,,,,,,,,,2023-10-12,,,,,,,,7619 76th Way,,,72117-5112,,,,,,,,,,,,,,,,ASC-4781322-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1FUJHHDR1KLKM9597,,,,,1.78,,,,VNM64T,,,1FUJHHDR1KLKM9597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-1098502-00,2023-09-05,2024-09-05,MVV LOGISTICS PRO LLC,100 SAUNDERS DR,Weslaco,,91708,2023-09-25,2024-09-05,-437.92,,,-76.64,,,,,,,,,2023-10-17,,,,,,,,100 SAUNDERS DR,,,91761,,,,,,,,,,,,,,,,ASC-8617186-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1FUJGLD6XGLHD1485,,,,,1.4195,,,,NPR-XD,,,1FUJGLD6XGLHD1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-1593258-00,2023-08-25,2024-08-25,J&J 72 TRANSPORT LLC,P O BOX 217,Warner Robins,,32206,2023-10-08,2024-08-25,-386.74,,,-67.68,,,,,,,,,2023-09-14,,,,,,,,8455 Schaefer Avenue,,,92377,,,,,,,,,,,,,,,,ASC-4912150-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4V4NC9TJ67N458892,,,,,1.81,,,,T800,,,4V4NC9TJ67N458892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-1559915-00,2023-09-27,2024-09-27,JULIUS BROWN,25 W 23RD ST,Lathrop,,43147,2023-09-06,2024-09-27,-7565.77,,,-1324.01,,,,,,,,,2023-10-21,,,,,,,,2049 West Via Bello Drive,,,32206,,,,,,,,,,,,,,,,ASC-1518832-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1GT49PEY1RF186107,,,,,1.0525,,,,A,,,1GT49PEY1RF186107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-5546111-00,2023-08-10,2024-08-10,KABOD TRANSPORTATION LLC,136 Pickerington Ponds Drive,Riverside,,34475,2023-09-16,2024-08-10,-90.33,,,-15.81,,,,,,,,,2023-10-27,,,,,,,,25 W 23RD ST,,,43147,,,,,,,,,,,,,,,,ASC-8595291-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1XPBD49X0FD199359,,,,,1.82,,,,T880,,,1XPBD49X0FD199359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-6685870-00,2023-10-14,2024-10-14,JSKS TRANSPORT INC,4160 W ANTHONY ROAD,DEFIANCE,,84067,2023-10-20,2024-10-14,-721.65,,,-126.29,,,,,,,,,2023-10-22,,,,,,,,136 Pickerington Ponds Drive,,,34475,,,,,,,,,,,,,,,,ASC-9174330-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4V4NC9EJ4PN615512,,,,,0.615,,,,F450SD,,,4V4NC9EJ4PN615512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-7398598-00,2023-09-22,2024-09-22,GOOD SPEED INC,2251 West 5900 South,BAKERSFIELD,,85015,2023-10-15,2024-09-22," $3,420.76 ",,,598.63,,,,,,,,,2023-10-28,,,,,,,,4160 W ANTHONY ROAD,,,84067,,,,,,,,,,,,,,,,ASC-4598919-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1HTMMAAL5BH282597,,,,,0.954,,,,587,,,1HTMMAAL5BH282597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-3207015-00,2023-09-19,2024-09-19,PRO TRANS INC,2420 West Glenrosa Avenue,SANGER,,39540,2023-10-12,2024-09-19, $(85.52),,,-14.97,,,,,,,,,2023-10-26,,,,,,,,2251 West 5900 South,,,85015,,,,,,,,,,,,,,,,ASC-8540204-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3HAEUMML3NL250484,,,,,1.575,,,,RF027,,,3HAEUMML3NL250484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-9213624-00,2023-09-13,2024-09-13,VICENTE MORENO JR,PO BOX 7018,Atlanta,,19106,2023-10-17,2024-09-13, $-   ,,,-2061.79,,,,,,,,,2023-09-12,,,,,,,,2420 West Glenrosa Avenue,,,39402,,,,,,,,,,,,,,,,ASC-1757770-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ALACWFB8PDUF2965,,,,,1.406,,,,5500,,,3ALACWFB8PDUF2965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-8841357-00,2023-09-02,2024-09-02,SUNMEET INC,51 North 3rd Street,COLUMBUS,,76063,2023-09-14,2024-09-02,-11781.63,,,-3.08,,,,,,,,,,,,,,,,,9 MONTROSE CT,,,19106,,,,,,,,,,,,,,,,ASC-1605393-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ALACWFBXPDUF2966,,,,,1.5925,,,,G31,,,3ALACWFBXPDUF2966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-1749406-00,2023-08-15,2024-08-15,DEBO TRUCKING COMPANY LLC,752 N Main St BOW 1096,ALLENTOWN,,85308,2023-10-21,2024-08-15,-17.58,,,-34.56,,,,,,,,,,,,,,,,,51 North 3rd Street,,,75165,,,,,,,,,,,,,,,,ASC-3308437-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ALACWFB1PDUF2967,,,,,1.4775,,,,K23 HD,,,3ALACWFB1PDUF2967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ASC-4371572-00,2023-08-18,2024-08-18,KAKA TRANSPORT LLC,4131 W HARTFORD AVE,Clinton Township,,30311-1948,2023-10-27,2024-08-18,-197.5,,,-1604.02,,,,,,,,,,,,,,,,,7100 S Interstate 35 East Service Rd,,,85308,,,,,,,,,,,,,,,,ASC-1864104-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1XKYD49X3HJ122473,,,,,0.885,,,,RH613,,,1XKYD49X3HJ122473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
