quoteId,claimId,customerId,customerName,givenName,surname,cancelReasonDescription,controllingStateOrProvinceCode,id,statusCode,parentEntityId,parentEntityTypeName,lineOfBusinessCode,number,totalPremium,effectiveDate,originalEffectiveDate,cancellationDate,expirationDate,RenewalDate,renewalPremium,numberOfEmployees,businessIndustry,annualRevenue,paymentMethod,claimsCount,claimAmount,durationInMonths,RenewalStatus
Q1094,C1094,94,Jacob Kaufman,Jacob,Kaufman,Cancellation due to non-payment,NY,1094,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6051.49,2027-10-31,2022-11-04,,2028-10-31,2028-11-01,6059.17,43,Technology,1711630.79,Cheque,1,5551.49,12,1
Q1095,C1095,95,Christina Holden,Christina,Holden,Cancellation due to non-payment,NY,1095,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7938.7,2027-11-30,2022-11-04,2028-05-03,2028-11-30,,7724.89,55,Consulting,5992607.06,Cheque,0,7438.7,12,0
Q1096,C1096,96,Roger Petersen,Roger,Petersen,Cancellation due to non-payment,NY,1096,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5444.16,2027-12-31,2022-11-04,,2028-12-31,2029-01-01,5268.06,39,Technology,1589675.48,Credit Card,0,4944.16,12,1
Q1097,C1097,97,Shaun Shah,Shaun,Shah,Cancellation due to non-payment,NY,1097,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5704.6,2028-01-31,2022-11-04,,2029-01-31,2029-02-01,5545.15,91,Construction,9683956.18,ACH Transfer,0,5204.6,12,1
Q1098,C1098,98,Nicholas Young,Nicholas,Young,Cancellation due to non-payment,NY,1098,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4847.87,2028-02-29,2022-11-04,,2029-02-28,2029-03-01,4695.86,29,Construction,4522473.82,ACH Transfer,1,4347.87,12,1
Q1099,C1099,99,Rachel Russell,Rachel,Russell,Cancellation due to non-payment,NY,1099,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1228.77,2028-03-31,2022-11-04,,2029-03-31,2029-04-01,1263.12,20,Retail,5065027.81,Credit Card,1,728.77,12,1
Q1100,C1100,100,Angela Spencer,Angela,Spencer,Cancellation due to non-payment,NY,1100,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1971.02,2028-04-30,2022-11-04,,2029-04-30,2029-05-01,1941.48,91,Technology,2541920.3,Credit Card,1,1471.02,12,1
Q1101,C1101,101,Kenneth Woodard,Kenneth,Woodard,Cancellation due to non-payment,NY,1101,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1282.86,2028-05-31,2022-11-04,2029-04-23,2029-05-31,,1226.14,41,Retail,4762506.5,Credit Card,1,782.86,12,0
Q1102,C1102,102,Shelby Brock,Shelby,Brock,Cancellation due to non-payment,NY,1102,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6727.69,2028-06-30,2022-11-04,,2029-06-30,2029-07-01,7043.29,54,Manufacturing,6652944.96,Cheque,0,6227.69,12,1
Q1103,C1103,103,Julia Rivera MD,Julia,MD,Cancellation due to non-payment,NY,1103,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3829.2,2028-07-31,2022-11-04,,2029-07-31,2029-08-01,3976.16,20,Construction,7536653.66,Credit Card,1,3329.2,12,1
Q1104,C1104,104,Richard Richmond,Richard,Richmond,Cancellation due to non-payment,NY,1104,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5577.14,2028-08-31,2022-11-04,,2029-08-31,2029-09-01,5815.7,19,Manufacturing,7563294.02,Credit Card,1,5077.14,12,1
Q1105,C1105,105,Michael Thompson,Michael,Thompson,Cancellation due to non-payment,NY,1105,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9168.1,2028-09-30,2022-11-04,2029-02-11,2029-09-30,,9621.84,84,Consulting,5821122.02,ACH Transfer,1,8668.1,12,0
Q1106,C1106,106,John Fleming,John,Fleming,Cancellation due to non-payment,NY,1106,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3243.63,2028-10-31,2022-11-04,,2029-10-31,2029-11-01,3137.85,99,Construction,9053161.77,Credit Card,1,2743.63,12,1
Q1107,C1107,107,Amy Crawford,Amy,Crawford,Cancellation due to non-payment,NY,1107,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4693.45,2028-11-30,2022-11-04,,2029-11-30,2029-12-01,4644.75,66,Manufacturing,8192337.69,ACH Transfer,0,4193.45,12,1
Q1108,C1108,108,Jaime Alvarez,Jaime,Alvarez,Cancellation due to non-payment,NY,1108,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7799.96,2028-12-31,2022-11-04,2029-06-07,2029-12-31,,8001.38,30,Consulting,7594776.34,ACH Transfer,0,7299.96,12,0
Q1109,C1109,109,Christopher Johnston,Christopher,Johnston,Cancellation due to non-payment,NY,1109,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3059.18,2029-01-31,2022-11-04,,2030-01-31,2030-02-01,3119.15,53,Manufacturing,650494.66,Cheque,0,2559.18,12,1
Q1110,C1110,110,Mrs. Taylor Turner DDS,Mrs.,DDS,Cancellation due to non-payment,NY,1110,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1692.82,2029-02-28,2022-11-04,,2030-02-28,2030-03-01,1634.23,34,Consulting,168091.83,Credit Card,1,1192.82,12,1
Q1111,C1111,111,Curtis Jimenez,Curtis,Jimenez,Cancellation due to non-payment,NY,1111,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3607.76,2029-03-31,2022-11-04,2029-10-21,2030-03-31,,3721.71,22,Consulting,2203228.04,Credit Card,1,3107.76,12,0
Q1112,C1112,112,Daniel Love,Daniel,Love,Cancellation due to non-payment,NY,1112,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2450.99,2029-04-30,2022-11-04,,2030-04-30,2030-05-01,2383.45,67,Construction,6668883.58,ACH Transfer,0,1950.99,12,1
Q1113,C1113,113,David Green,David,Green,Cancellation due to non-payment,NY,1113,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9367.28,2029-05-31,2022-11-04,,2030-05-31,2030-06-01,9108.57,6,Retail,4170855.14,Cheque,1,8867.28,12,1
Q1114,C1114,114,Derek Knight,Derek,Knight,Cancellation due to non-payment,NY,1114,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8273.08,2029-06-30,2022-11-04,,2030-06-30,2030-07-01,8303.67,79,Consulting,4083821.97,Cheque,1,7773.08,12,1
Q1115,C1115,115,Jacqueline Johnson,Jacqueline,Johnson,Cancellation due to non-payment,NY,1115,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6700.63,2029-07-31,2022-11-04,,2030-07-31,2030-08-01,6762.91,27,Consulting,8857410.19,Credit Card,0,6200.63,12,1
Q1116,C1116,116,Scott Edwards,Scott,Edwards,Cancellation due to non-payment,NY,1116,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8843.15,2029-08-31,2022-11-04,,2030-08-31,2030-09-01,8913.97,10,Construction,8966072.2,ACH Transfer,0,8343.15,12,1
Q1117,C1117,117,Cassidy Bowman,Cassidy,Bowman,Cancellation due to non-payment,NY,1117,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8233.05,2029-09-30,2022-11-04,2030-03-13,2030-09-30,,7896.72,73,Retail,9100835.11,Credit Card,1,7733.05,12,0
Q1118,C1118,118,Michael Wilson II,Michael,II,Cancellation due to non-payment,NY,1118,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2679.13,2029-10-31,2022-11-04,2030-05-23,2030-10-31,,2780.26,97,Technology,3207392.96,Credit Card,1,2179.13,12,0
Q1119,C1119,119,Kimberly Watson,Kimberly,Watson,Cancellation due to non-payment,NY,1119,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9033.03,2029-11-30,2022-11-04,2030-08-17,2030-11-30,,8821.3,96,Technology,6941452.55,Credit Card,1,8533.03,12,0
Q1120,C1120,120,Holly Fletcher,Holly,Fletcher,Cancellation due to non-payment,NY,1120,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5854.08,2029-12-31,2022-11-04,,2030-12-31,2031-01-01,5637.2,48,Retail,2789168.49,Credit Card,0,5354.08,12,1
Q1121,C1121,121,Glenn Gomez,Glenn,Gomez,Cancellation due to non-payment,NY,1121,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8266.96,2030-01-31,2022-11-04,,2031-01-31,2031-02-01,8588.34,70,Manufacturing,1987037.35,ACH Transfer,0,7766.96,12,1
Q1122,C1122,122,Cheryl Delgado,Cheryl,Delgado,Cancellation due to non-payment,NY,1122,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9064.82,2030-02-28,2022-11-04,,2031-02-28,2031-03-01,9477.86,59,Construction,1927861.33,Cheque,0,8564.82,12,1
Q1123,C1123,123,Shawn Jones,Shawn,Jones,Cancellation due to non-payment,NY,1123,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3862.03,2030-03-31,2022-11-04,2030-10-12,2031-03-31,,4001.88,59,Retail,3486865.45,Credit Card,0,3362.03,12,0
Q1124,C1124,124,Nicholas Cisneros,Nicholas,Cisneros,Cancellation due to non-payment,NY,1124,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1990.47,2030-04-30,2022-11-04,,2031-04-30,2031-05-01,2052.08,2,Technology,4356580.44,Credit Card,1,1490.47,12,1
Q1125,C1125,125,James Stein,James,Stein,Cancellation due to non-payment,NY,1125,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3051.42,2030-05-31,2022-11-04,,2031-05-31,2031-06-01,3098.79,29,Consulting,8326396.79,Credit Card,0,2551.42,12,1
Q1126,C1126,126,Lisa Welch,Lisa,Welch,Cancellation due to non-payment,NY,1126,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4843.97,2030-06-30,2022-11-04,,2031-06-30,2031-07-01,4868.61,68,Technology,1286921.83,Credit Card,0,4343.97,12,1
Q1127,C1127,127,Robert Foster,Robert,Foster,Cancellation due to non-payment,NY,1127,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8362.13,2030-07-31,2022-11-04,2031-04-29,2031-07-31,,8016.76,65,Consulting,7375765.89,Cheque,1,7862.13,12,0
Q1128,C1128,128,Daniel Daniel,Daniel,Daniel,Cancellation due to non-payment,NY,1128,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8746.58,2030-08-31,2022-11-04,2030-09-18,2031-08-31,,8666.51,83,Construction,5361403.65,Cheque,1,8246.58,12,0
Q1129,C1129,129,Lauren Romero,Lauren,Romero,Cancellation due to non-payment,NY,1129,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1062.57,2030-09-30,2022-11-04,,2031-09-30,2031-10-01,1049.04,26,Consulting,2950658.89,Cheque,1,562.57,12,1
Q1130,C1130,130,Alyssa Melton,Alyssa,Melton,Cancellation due to non-payment,NY,1130,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5596.73,2030-10-31,2022-11-04,,2031-10-31,2031-11-01,5462.27,89,Retail,4978913.89,Cheque,0,5096.73,12,1
Q1131,C1131,131,Frank Park,Frank,Park,Cancellation due to non-payment,NY,1131,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4756.7,2030-11-30,2022-11-04,,2031-11-30,2031-12-01,4862.97,10,Consulting,3069426.49,Credit Card,1,4256.7,12,1
Q1132,C1132,132,Paige Miller,Paige,Miller,Cancellation due to non-payment,NY,1132,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2998.97,2030-12-31,2022-11-04,2031-02-18,2031-12-31,,2997.73,53,Manufacturing,6001211.36,ACH Transfer,1,2498.97,12,0
Q1133,C1133,133,Kimberly Orr,Kimberly,Orr,Cancellation due to non-payment,NY,1133,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2078.79,2031-01-31,2022-11-04,2031-06-04,2032-01-31,,1991.7,79,Retail,4395054.84,Cheque,0,1578.79,12,0
Q1134,C1134,134,Yvonne Reed,Yvonne,Reed,Cancellation due to non-payment,NY,1134,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4038.54,2031-02-28,2022-11-04,2032-01-03,2032-02-28,,3925.53,59,Construction,1727614.74,Cheque,0,3538.54,12,0
Q1135,C1135,135,Austin Sandoval,Austin,Sandoval,Cancellation due to non-payment,NY,1135,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9486.19,2031-03-31,2022-11-04,,2032-03-31,2032-04-01,9660.03,22,Retail,1254172.44,Credit Card,1,8986.19,12,1
Q1136,C1136,136,Jennifer Noble,Jennifer,Noble,Cancellation due to non-payment,NY,1136,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3908.83,2031-04-30,2022-11-04,2031-07-09,2032-04-30,,3743.15,51,Manufacturing,5512287.25,Credit Card,0,3408.83,12,0
Q1137,C1137,137,Brian Dominguez,Brian,Dominguez,Cancellation due to non-payment,NY,1137,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5669.12,2031-05-31,2022-11-04,,2032-05-31,2032-06-01,5868.22,48,Construction,9033889.03,Credit Card,1,5169.12,12,1
Q1138,C1138,138,Ashley Castillo,Ashley,Castillo,Cancellation due to non-payment,NY,1138,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7327.17,2031-06-30,2022-11-04,,2032-06-30,2032-07-01,7323.61,21,Technology,3505181.1,Credit Card,1,6827.17,12,1
Q1139,C1139,139,William Sanchez,William,Sanchez,Cancellation due to non-payment,NY,1139,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4272.67,2031-07-31,2022-11-04,2031-09-25,2032-07-31,,4264.38,22,Manufacturing,7356701.06,ACH Transfer,0,3772.67,12,0
Q1140,C1140,140,Robert Watson,Robert,Watson,Cancellation due to non-payment,NY,1140,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9746.04,2031-08-31,2022-11-04,,2032-08-31,2032-09-01,9836.1,98,Construction,6620747.41,ACH Transfer,1,9246.04,12,1
Q1141,C1141,141,Kenneth Pollard,Kenneth,Pollard,Cancellation due to non-payment,NY,1141,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9662.03,2031-09-30,2022-11-04,2031-11-04,2032-09-30,,9975.74,30,Consulting,9322393.65,Cheque,0,9162.03,12,0
Q1142,C1142,142,Amanda Moreno,Amanda,Moreno,Cancellation due to non-payment,NY,1142,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3266.04,2031-10-31,2022-11-04,,2032-10-31,2032-11-01,3216.33,25,Retail,8227712.07,ACH Transfer,0,2766.04,12,1
Q1143,C1143,143,Vanessa Tyler,Vanessa,Tyler,Cancellation due to non-payment,NY,1143,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5475.24,2031-11-30,2022-11-04,,2032-11-30,2032-12-01,5572.71,28,Construction,5709392.06,Cheque,0,4975.24,12,1
Q1144,C1144,144,Sandra Howard,Sandra,Howard,Cancellation due to non-payment,NY,1144,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3707.9,2031-12-31,2022-11-04,2032-06-05,2032-12-31,,3732.27,65,Retail,6604601.93,Cheque,1,3207.9,12,0
Q1145,C1145,145,Bryan Harris,Bryan,Harris,Cancellation due to non-payment,NY,1145,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3563.56,2032-01-31,2022-11-04,,2033-01-31,2033-02-01,3480.54,45,Consulting,8994026.02,ACH Transfer,0,3063.56,12,1
Q1146,C1146,146,Max Miller,Max,Miller,Cancellation due to non-payment,NY,1146,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1331.98,2032-02-29,2022-11-04,,2033-02-28,2033-03-01,1382.41,68,Construction,4055235.97,Cheque,0,831.98,12,1
Q1147,C1147,147,Darren Jackson,Darren,Jackson,Cancellation due to non-payment,NY,1147,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6486.08,2032-03-31,2022-11-04,,2033-03-31,2033-04-01,6678.99,7,Technology,3335267.59,Credit Card,1,5986.08,12,1
Q1148,C1148,148,Matthew Williams,Matthew,Williams,Cancellation due to non-payment,NY,1148,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5524.11,2032-04-30,2022-11-04,,2033-04-30,2033-05-01,5611.64,49,Manufacturing,207029.73,Cheque,1,5024.11,12,1
Q1149,C1149,149,Cynthia Larson,Cynthia,Larson,Cancellation due to non-payment,NY,1149,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1463.31,2032-05-31,2022-11-04,,2033-05-31,2033-06-01,1514.61,9,Construction,8282855.63,Credit Card,1,963.31,12,1
Q1150,C1150,150,Michelle Black,Michelle,Black,Cancellation due to non-payment,NY,1150,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3507.82,2032-06-30,2022-11-04,,2033-06-30,2033-07-01,3636.66,36,Consulting,8029708.93,ACH Transfer,1,3007.82,12,1
Q1151,C1151,151,George Hickman,George,Hickman,Cancellation due to non-payment,NY,1151,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9174.39,2032-07-31,2022-11-04,,2033-07-31,2033-08-01,9365.55,83,Construction,1134099.73,ACH Transfer,0,8674.39,12,1
Q1152,C1152,152,Tara Brown,Tara,Brown,Cancellation due to non-payment,NY,1152,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3156.06,2032-08-31,2022-11-04,,2033-08-31,2033-09-01,3262.42,1,Retail,5810888.07,Cheque,0,2656.06,12,1
Q1153,C1153,153,David Perkins,David,Perkins,Cancellation due to non-payment,NY,1153,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2304.05,2032-09-30,2022-11-04,2033-09-28,2033-09-30,,2349.55,10,Construction,4693418.81,Credit Card,0,1804.05,12,0
Q1154,C1154,154,Ronald West,Ronald,West,Cancellation due to non-payment,NY,1154,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5405.07,2032-10-31,2022-11-04,2032-12-09,2033-10-31,,5502.44,36,Technology,1275220.05,Cheque,1,4905.07,12,0
Q1155,C1155,155,Jennifer Skinner,Jennifer,Skinner,Cancellation due to non-payment,NY,1155,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9870.85,2032-11-30,2022-11-04,,2033-11-30,2033-12-01,9987.93,73,Construction,9807625.45,ACH Transfer,1,9370.85,12,1
Q1156,C1156,156,Ashley Rogers,Ashley,Rogers,Cancellation due to non-payment,NY,1156,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3178.5,2032-12-31,2022-11-04,,2033-12-31,2034-01-01,3258.83,46,Manufacturing,2225489.29,Cheque,0,2678.5,12,1
Q1157,C1157,157,Michael Lopez,Michael,Lopez,Cancellation due to non-payment,NY,1157,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7049.22,2033-01-31,2022-11-04,2034-01-13,2034-01-31,,6808.56,32,Construction,765618.38,Cheque,1,6549.22,12,0
Q1158,C1158,158,Juan Clark,Juan,Clark,Cancellation due to non-payment,NY,1158,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7854.58,2033-02-28,2022-11-04,,2034-02-28,2034-03-01,8153.74,32,Retail,5988989.06,Credit Card,1,7354.58,12,1
Q1159,C1159,159,David James,David,James,Cancellation due to non-payment,NY,1159,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3138.74,2033-03-31,2022-11-04,2033-09-12,2034-03-31,,3255.45,6,Construction,7414780.1,ACH Transfer,0,2638.74,12,0
Q1160,C1160,160,Kari Franklin,Kari,Franklin,Cancellation due to non-payment,NY,1160,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7553.95,2033-04-30,2022-11-04,2033-12-07,2034-04-30,,7198.35,48,Technology,421190.12,Cheque,0,7053.95,12,0
Q1161,C1161,161,Darren White,Darren,White,Cancellation due to non-payment,NY,1161,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4310.05,2033-05-31,2022-11-04,2033-07-13,2034-05-31,,4450.48,38,Consulting,6621304.62,Credit Card,1,3810.05,12,0
Q1162,C1162,162,Scott Berry,Scott,Berry,Cancellation due to non-payment,NY,1162,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6690.75,2033-06-30,2022-11-04,,2034-06-30,2034-07-01,6442.44,17,Construction,5369689.57,Cheque,1,6190.75,12,1
Q1163,C1163,163,Angela Cardenas,Angela,Cardenas,Cancellation due to non-payment,NY,1163,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6701.77,2033-07-31,2022-11-04,,2034-07-31,2034-08-01,6591.27,74,Construction,1122323.59,Credit Card,1,6201.77,12,1
Q1164,C1164,164,Shannon Jackson,Shannon,Jackson,Cancellation due to non-payment,NY,1164,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5821.97,2033-08-31,2022-11-04,,2034-08-31,2034-09-01,5963.74,27,Manufacturing,1807986.38,Credit Card,0,5321.97,12,1
Q1165,C1165,165,Stacy Williams,Stacy,Williams,Cancellation due to non-payment,NY,1165,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1812.61,2033-09-30,2022-11-04,2034-03-27,2034-09-30,,1751.12,54,Technology,5722945.54,Cheque,0,1312.61,12,0
Q1166,C1166,166,Juan Nelson,Juan,Nelson,Cancellation due to non-payment,NY,1166,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8517.72,2033-10-31,2022-11-04,2034-08-10,2034-10-31,,8788.56,50,Consulting,3033940.37,ACH Transfer,0,8017.72,12,0
Q1167,C1167,167,Joseph Duffy,Joseph,Duffy,Cancellation due to non-payment,NY,1167,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3887.02,2033-11-30,2022-11-04,2034-07-09,2034-11-30,,4016.12,35,Retail,9389325.71,ACH Transfer,0,3387.02,12,0
Q1168,C1168,168,Robert Coleman,Robert,Coleman,Cancellation due to non-payment,NY,1168,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2678.67,2033-12-31,2022-11-04,,2034-12-31,2035-01-01,2680.67,85,Construction,8205528.27,Credit Card,0,2178.67,12,1
Q1169,C1169,169,Pamela Larson,Pamela,Larson,Cancellation due to non-payment,NY,1169,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1366.98,2034-01-31,2022-11-04,2034-06-30,2035-01-31,,1299.5,25,Consulting,9837315.34,ACH Transfer,1,866.98,12,0
Q1170,C1170,170,Jenna Frazier,Jenna,Frazier,Cancellation due to non-payment,NY,1170,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6318.04,2034-02-28,2022-11-04,2035-02-05,2035-02-28,,6183.49,28,Retail,2670741.31,Credit Card,1,5818.04,12,0
Q1171,C1171,171,Clinton Davis,Clinton,Davis,Cancellation due to non-payment,NY,1171,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7098.08,2034-03-31,2022-11-04,,2035-03-31,2035-04-01,7181.08,15,Technology,9700263.96,ACH Transfer,1,6598.08,12,1
Q1172,C1172,172,Adam Ryan,Adam,Ryan,Cancellation due to non-payment,NY,1172,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1149.29,2034-04-30,2022-11-04,2034-10-14,2035-04-30,,1204.59,4,Technology,4369215.31,Cheque,0,649.29,12,0
Q1173,C1173,173,Jessica Sanchez,Jessica,Sanchez,Cancellation due to non-payment,NY,1173,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5608.84,2034-05-31,2022-11-04,2034-07-16,2035-05-31,,5682.77,93,Consulting,3540436.07,ACH Transfer,0,5108.84,12,0
Q1174,C1174,174,Jennifer Green,Jennifer,Green,Cancellation due to non-payment,NY,1174,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3038.46,2034-06-30,2022-11-04,,2035-06-30,2035-07-01,2965.48,73,Retail,598460.32,Credit Card,0,2538.46,12,1
Q1175,C1175,175,Mark Contreras,Mark,Contreras,Cancellation due to non-payment,NY,1175,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6806.56,2034-07-31,2022-11-04,,2035-07-31,2035-08-01,6897.77,27,Technology,622376.05,Credit Card,1,6306.56,12,1
